,fold,p.adjusted
CCK,-2.59966978481264,3.90668144046555e-11
HK3,-2.63680316062703,3.32665041829333e-14
FAM64A,3.9426789654902,1.64563886916464e-15
C2orf91,-2.89998817228325,5.40350937596489e-14
KMO,-2.60901884965639,1.83969747923449e-14
PLXNB3,2.43180077831036,2.30724756044703e-13
PIP,-2.83339592432259,8.02434363674816e-06
SKP2,2.40539077782588,1.33259302339478e-15
AMY1B,-3.0671639049593,6.03918771054076e-10
TSPAN4,-2.26239899107888,1.33259302339478e-15
KIAA1524,2.72845768172869,1.39159551706711e-15
MFAP4,-4.17359793430032,1.80934080127784e-15
CHP2,2.13418566009313,0.000130811750410324
EFR3B,-2.41786637233688,1.00719065172879e-12
LDB3,-2.7902340440101,3.45560045315771e-15
DLL3,2.74787871028763,1.21089214080463e-14
TTLL6,-2.48103495588255,7.08173173374057e-11
TMEM150B,-2.97898099584258,9.84525538310133e-15
MYRIP,-3.08290344927481,4.76290984390614e-15
HLA-DQA1,-2.17599882474555,2.0255650568406e-08
KIF1A,2.24024341418898,3.52796200007918e-05
LRRN3,-3.9572834132892,3.31319063021361e-15
TREML1,-2.06548479144199,6.77835626233477e-13
HOXD11,5.21504431121232,9.72811917437885e-14
DSG3,7.52309993482979,2.24332138574214e-13
EFCC1,-4.36271159956025,1.33259302339478e-15
CPAMD8,-3.51460818639291,5.2152007205548e-15
NCR3,-2.07847084004894,5.05894679976635e-11
SLC6A4,-6.47749000334656,6.50598592244748e-15
TTC40,-2.47904824378002,3.88784784697433e-10
NDC80,3.75758020702367,1.49783641840816e-15
LY6G6C,3.05319383876997,1.19343056174198e-08
F8,-2.18060283438153,2.6740821936512e-15
WDR62,2.65100438449949,1.33259302339478e-15
ACADL,-4.62417961752101,1.33259302339478e-15
CELSR2,2.38860443213227,5.43025303688931e-15
FOXL2,2.80868473797483,4.38339811666488e-11
FOXM1,4.58859959609405,1.3695750331501e-15
SPTBN2,2.73879440718835,2.23892279602156e-15
C20orf202,-2.84605592734931,1.33420804523749e-15
NCMAP,-3.14097946150468,4.53445184371504e-14
DAPK2,-3.01641045979663,2.0202563768652e-15
C16orf74,2.11162550147265,9.24457023903967e-10
TEKT1,-4.45728770733238,7.48062238001237e-11
SLC16A12,-2.9695680525105,3.92854197887759e-14
RFTN1,-2.18580045749606,2.71573996951005e-15
MAATS1,-2.17328161615008,1.0262484125637e-09
AZU1,-3.03392984331591,7.20611757933621e-14
BPIFA1,-2.09924538749776,0.00454106115402892
PLA2G16,-2.32299921499231,2.72166920795462e-11
GYPB,-2.71602863002579,2.8766462294881e-14
KIF23,3.421996192718,1.33259302339478e-15
C2CD4A,2.76007058729388,6.18694804700104e-10
ADH1B,-6.89465934288468,1.33259302339478e-15
FXYD4,-3.69170111171961,1.11003221248952e-13
CST4,2.50627876237185,3.96065816035079e-11
TRPC6,-2.40219619255436,1.03679252392929e-13
HIST1H2BO,3.03214447605718,6.32627199087704e-12
GGT1,-2.19940096510589,1.5774473245942e-13
STEAP1B,2.12062875603046,2.14803322232544e-08
GRAPL,-2.34853154739242,7.25317051444951e-14
AKR1B10,6.64332227611779,8.59176629531253e-14
CAPN3,-2.38460601691568,7.41578369979301e-14
GPX2,4.8296191107342,2.4891832498445e-10
GPR19,2.66945270127933,6.78366550131128e-14
TTYH1,2.12605853526141,9.26595071201489e-12
SRL,-2.22152008534122,7.58874703984446e-13
MEOX2,-2.51682558610718,2.1799235978659e-12
CALB1,2.91464939026241,2.06517232989307e-08
DCDC2,-3.43836461013393,2.76674307353455e-15
CCDC180,-2.06079786896563,1.93778929282368e-12
HBD,-2.09268868428084,3.21379048767501e-08
MAGEA3,3.94783804485083,2.55753444302133e-08
C6orf15,3.74815362089273,4.73893723820229e-10
SERPINB7,3.90823644575841,8.45853937103517e-12
MS4A4A,-2.2216007751132,1.73698255212663e-13
LRRC10B,-2.96714990452094,1.46285945662961e-09
PKNOX2,-3.03885299727469,1.87978077652914e-15
ST3GAL5,-2.59160364203885,1.37937695708909e-15
CYP4F11,2.64874349267396,5.55304184617212e-05
SBSPON,-2.84082451945943,3.05173078721864e-13
RP11-758M4.1,2.81660554111131,7.8492283191828e-12
CLDN18,-8.35210621743855,1.33259302339478e-15
TEX101,2.6386981916986,1.73706594715407e-13
NKAPL,-2.3704794956267,1.33259302339478e-15
C10orf10,-2.51659895062885,4.44231376927828e-12
PTTG1,2.78860090489359,1.72789698685459e-15
LMO2,-2.28320030870561,5.09828626952997e-13
DLEC1,-2.24990684902257,3.07901177526334e-09
JAM2,-3.15100551629885,1.33259302339478e-15
TEKT3,-2.46233895672814,2.41694801537958e-13
COL7A1,4.63499528522258,1.33259302339478e-15
TCTEX1D4,-2.5933823987284,3.86592415096931e-12
TP53AIP1,2.24804506176149,4.74359178756087e-05
P2RX2,-3.00507301525523,2.82970499409906e-11
LCE3E,3.2682507466986,1.62978747361482e-08
UGT1A1,3.86600943358883,4.04091465679634e-09
PPARGC1A,-2.0898697256965,3.70957085222264e-11
MAGEA9B,4.30203915491419,1.54902359427537e-09
MS4A14,-2.67857607438486,1.08695873681519e-13
BTBD11,3.00555482372077,4.24414339256456e-11
CXCL2,-4.37296851475149,9.68442033770792e-14
CRABP1,3.25230317897714,2.85749297501582e-08
SRPX,-2.03659244727809,4.31363787181654e-13
C2orf50,-2.3049586335426,2.4511158054492e-08
SPOCK1,2.78556313738378,1.27993204945864e-13
CD1C,-2.83171586853936,1.63866599913462e-14
LHX9,-2.03677918546738,4.10630022503457e-07
CYP4F3,2.19364759744315,0.000385278811958964
WWC2,-2.89138740648784,1.33259302339478e-15
KIF14,4.0768648092523,1.37937695708909e-15
KISS1R,2.09520078183281,1.32713011667548e-12
FGF10,-3.60184737885809,1.56127544498245e-15
ACOX2,-2.55380034770624,1.78278963937938e-15
GPR133,-4.33435127450325,1.33259302339478e-15
TK1,3.29580325046651,1.9226833086526e-15
BIK,2.35759795758313,4.11282943519911e-14
HYAL1,-3.51781552291365,1.33259302339478e-15
NECAB1,-3.46053480277116,1.33259302339478e-15
ADARB1,-2.16480392705578,9.6521531603343e-15
PROM2,2.49099194224334,7.08428476963362e-13
CHEK1,2.96000518449805,1.33259302339478e-15
CCNF,2.47920305140152,1.67752848049723e-15
BMP5,-3.86743210784851,1.5881369081558e-15
CLEC1B,-3.2489016490198,5.91691232586519e-15
MAP3K19,-3.31487098742504,1.26599850160196e-09
FABP3,-2.1375999761328,2.28218655964636e-11
C2,-2.57559920546936,1.54906533863419e-15
CD74,-2.30519994990834,6.64562519416402e-15
DMRTC1B,-2.11396659668043,3.13339333789107e-10
PTGIR,-2.1866370927065,3.18805755588931e-13
C2orf40,-5.18153605807138,7.47500233569514e-15
GNG4,4.538932165671,1.63015356450099e-15
RP11-407N17.3,-2.58509134431555,2.53909360959965e-13
ALPP,-4.027697192724,4.92641408823789e-13
GJA3,3.21271614493839,4.28584762485285e-13
C10orf67,-3.98135338274421,4.76148594904967e-15
IGFL2,3.32041548885916,2.86433657130328e-10
GATA1,-2.58789590777358,2.91730436286282e-15
CRABP2,3.66119177729309,3.66808212440025e-14
PCDHA10,-2.34940937783358,3.95701728663957e-11
MAL,-2.66303902986496,6.18414315085183e-14
GUCA2B,-2.23449239074547,1.38084095913182e-13
APLN,-2.49519741603431,3.96220148384221e-11
MAPK4,-3.13018573242403,2.00045652956675e-13
CA3,-3.83715432609167,8.04616495249128e-15
E2F2,2.78502349483569,2.31363604555832e-15
AC002472.13,-2.39467410119844,3.83349841097924e-07
KLB,-3.60862960580123,2.31363604555832e-15
TTC16,-2.45986486513218,4.70351828744848e-10
ACSL5,-2.59380134619992,1.59936334228061e-14
HIST1H1D,2.277778665647,4.49954323058714e-09
HES2,2.17599364235706,3.0049791294842e-10
HSPB7,-3.25302027778861,1.5881369081558e-15
TSACC,2.56492181228494,6.00122783482311e-13
VSIG2,-5.22523574217329,1.33259302339478e-15
CCL23,-4.48160125918675,1.64563886916464e-15
HOXA10,4.2786134670389,2.47529519285403e-13
DKK2,-2.89391916444701,1.57739329310123e-13
COX6B2,3.33771472810504,7.25019995727458e-13
TMEM125,-4.05802907667131,1.33259302339478e-15
CDC45,4.30444255931875,1.49783641840816e-15
RIIAD1,-3.91353341653594,5.98415059603305e-13
AATK,-3.47444904654635,2.23892279602156e-15
RAB11FIP1,-2.33259875570312,1.52214713234209e-14
LGALS12,-2.06820196000133,1.37032213024075e-13
XAGE2,-3.73637748263051,2.6222214979022e-10
TLR4,-2.61977161084428,1.33259302339478e-15
SLC9A2,2.067575173164,2.84781415239086e-06
ELOVL4,2.36486023877774,4.76081936817361e-12
SLC5A9,-4.2219347386741,2.05248185356058e-15
TPPP,-2.2753844270767,3.37216911860355e-12
PTPRB,-3.50499993412644,1.33259302339478e-15
BUB1,3.31041759765533,2.36197785889691e-15
C7orf10,2.12762096158078,7.02787360190378e-11
A2M,-3.64839989530176,1.33259302339478e-15
SLC5A12,3.28376021796712,1.5121608426119e-13
ACOXL,-4.19240253948145,1.33259302339478e-15
LGALS7B,5.27062826211469,2.00162171319312e-13
HMGB3,2.31560130113972,2.0202563768652e-15
VAX1,2.18543434887418,1.41950814171061e-10
POLQ,4.0253559602039,1.33420804523749e-15
DRAM1,-2.70620461547944,1.33259302339478e-15
C5orf34,2.14262626144247,1.80794651394233e-15
TRIM29,4.02339402645758,3.61299051416425e-15
ANG,-2.12201104997151,1.84646232292053e-15
VCX,2.10965583811336,3.20540755804523e-08
PLCH1,-2.03749324609678,5.90198894918635e-14
ATP10B,2.40628427793496,1.9202046837464e-10
KIR3DL2,-2.02874782110136,4.49407833073765e-12
CCM2L,-2.92400405528681,3.38504767942722e-15
BST1,-2.11719458385571,3.49243977213295e-14
FCN3,-5.71140389113145,2.40019842413019e-15
POU6F2,3.44217010544399,1.19696287257132e-09
GPR17,-3.25373283811117,1.33420804523749e-15
ANXA8,2.17960668000088,9.3565556830924e-07
CDO1,-3.73603093144359,2.82825553055161e-14
HCST,-2.14899684186402,1.73698255212663e-13
TNFRSF10C,-2.18581388154653,6.04041646293034e-14
CTSV,4.18360368512759,1.33420804523749e-15
B4GALNT1,2.79348952476895,3.61088075878252e-12
FAM189A2,-4.76684112600264,1.33259302339478e-15
TOP2A,4.5190104644513,1.80934080127784e-15
GPRIN3,-2.20759395209285,4.11282943519911e-14
GRK5,-2.90180404053211,1.33259302339478e-15
HBM,-3.01667705367895,1.14584122336252e-12
SCNN1G,-2.57412508197005,1.95620166112018e-11
SCGB3A1,-5.99403706159358,2.53582285877011e-13
CYP27C1,2.34011683781238,5.01369656615954e-10
USHBP1,-3.58157401912416,1.33259302339478e-15
HOXA1,2.18045205543514,3.49218218216323e-13
SLC22A31,-4.54660794594846,5.7898631309472e-15
DCSTAMP,-3.19762709222325,5.60841617238708e-13
CA12,2.52179312902001,5.96159845693746e-09
MTFR2,2.20161597807682,2.5459037054281e-15
AQP4,-6.23463546084369,1.33259302339478e-15
PRAM1,-3.44781110386414,3.99482350227136e-15
SLC25A48,2.88220133251514,1.47507559419993e-11
PI15,2.02318579281614,9.99293005805127e-08
RAPGEF3,-2.29721403254079,1.99038475731391e-15
KAL1,-2.43722524484281,1.77617546296512e-13
FRMPD2,-2.08566320687499,4.74101856812112e-07
LTC4S,-2.70640003660069,3.9146753476753e-15
FGF9,-2.10906202197976,1.21708427917795e-10
HSD17B11,-2.02620150073694,1.3695750331501e-15
ANKRD66,-3.92263942847406,5.9008577129352e-11
PNPLA7,-2.39754291131649,6.36198543774874e-15
GGH,2.08860383379103,1.54741960111951e-15
MRC1,-3.95268038179411,7.77529768966645e-10
NR0B1,2.05206533717178,9.62317043666072e-05
SCIMP,-3.06380565241874,3.45560045315771e-15
SASH3,-2.15780366246156,2.1070879248502e-14
MUCL1,2.42783311098475,9.85195887658982e-06
SFTPA2,-7.61959272253965,1.33259302339478e-15
ADAM12,2.92022681413602,4.41533343040686e-13
ABCG2,-2.38597109486793,1.98443119144754e-12
KPRP,2.70605539620437,4.94469353386743e-11
FST,2.5063806572543,1.65091229769747e-10
HIST1H2AH,2.08996760188851,8.2295531105049e-11
STK33,-2.27747329438712,1.95620166112018e-11
SORBS2,-2.96081293828707,3.99482350227136e-15
HIST1H3G,3.16096137241814,1.54981426194006e-12
HOXD10,3.99316351762703,4.87074739948759e-12
DEFA4,-3.03404914210445,8.76067048219202e-11
KHDC1L,2.73010410957233,3.65015153849799e-11
CXCL13,2.65280973097111,5.73296054952367e-06
USP44,-2.68118776620386,5.31655166242009e-15
MAGEA9,5.04220892792823,2.86698231336764e-11
L1TD1,-2.53645109090527,6.89350550179682e-14
PGR,-2.56041688634452,1.33259151972307e-14
KLF9,-2.25160601379949,4.25446909844198e-15
HLA-DPA1,-2.47360058651292,2.95569128796229e-15
SULF1,2.24599760725044,1.9134109407602e-11
EZH2,2.82138573901231,1.33259302339478e-15
PI3,3.88819716241138,4.41985072510649e-09
GIMAP6,-3.22180707897035,1.33259302339478e-15
WDR65,-2.19219685565929,2.59377308818138e-07
AC090616.2,-4.48748312795983,1.49783641840816e-15
NFE2,-2.99950796159093,1.59936334228061e-14
UBE2S,2.49720172772776,1.33259302339478e-15
NXF3,-3.74771020040194,2.23892279602156e-15
SMCO2,2.68837353372571,2.04401935818172e-13
PODXL2,2.14080557947945,3.18805755588931e-13
KLF15,-2.84338089061516,3.25586045408242e-14
PLIN5,-2.85784271689053,1.0281217709459e-14
RADIL,-2.40020598137586,2.25242828846018e-13
OVCH1,-4.28489686236424,6.84922824962629e-15
FILIP1,-2.82924448778192,1.33259302339478e-15
PCDHA3,-2.12654534012278,1.99941592936084e-11
MAGED4,2.93237879750406,8.79560270787914e-14
CD83,-2.11219756491373,7.58990226188215e-13
BCL6B,-2.6090059009336,1.39159551706711e-15
CARD14,2.9087930916953,1.15811812156382e-14
TIMELESS,2.19739649213246,1.64563886916464e-15
HRASLS,2.76954765943439,3.13509618725891e-10
TGM2,-2.43880031347564,2.52548863920106e-14
CAPS,-2.74481103514694,6.20738038323139e-09
AFF3,-3.74727365003749,2.0202563768652e-15
SPRR2D,5.60809283027201,2.78473966487971e-11
RAD54L,3.66900818306575,1.39159551706711e-15
ABCA8,-4.8254584014246,1.33259302339478e-15
TNNC1,-6.35421928506879,1.33259302339478e-15
ZNF750,2.02780113171543,5.80986289741817e-10
RHOB,-2.09040027888014,6.18414315085183e-14
FOXD1,2.98372565081053,1.25786054677021e-12
PLLP,-2.7607920343798,1.43531772562506e-15
NTN4,-2.8239997663433,7.47500233569514e-15
ADAMDEC1,2.25920422278812,1.5738574263152e-08
FAM179A,-2.92293721673031,2.13246419829788e-12
CYBRD1,-2.41819754863752,1.33259302339478e-15
CD22,-2.25576682878786,5.89975685677995e-11
KCNJ5,-2.4127519430444,6.13830752953715e-12
CAPN9,-3.93618457107035,3.01449946339475e-15
SLCO2A1,-3.08080274364826,8.59176629531253e-14
CD300LG,-5.9610372752573,1.37937695708909e-15
RNASE7,3.61919475531396,1.5985779996973e-10
LHFP,-2.19800170034429,1.34705187349842e-15
WDR96,-3.03399114957368,3.64622924356061e-10
CENPW,2.6597987362067,1.33259302339478e-15
LHFPL3,-3.66059692516565,3.61299051416425e-15
DUSP13,2.13049730982821,1.09847185702239e-10
KIF4A,4.30000509132336,1.52540654868082e-15
PHACTR1,-3.18397896871501,1.33259302339478e-15
GUCA1A,2.85267618959188,3.24240408491849e-12
RUNX1T1,-2.27161545653746,2.71622659152252e-13
PEG3,-2.16875436988286,1.21089214080463e-14
HLF,-2.50278504647148,1.33209716621147e-12
DLC1,-4.05920827696074,1.33259302339478e-15
RASGRP4,-2.9919592472572,2.09849226777613e-15
CRTAC1,-4.68259634205683,4.06873950792732e-15
TYRP1,-2.33079656204291,1.32772450839557e-11
CCDC42B,-3.34938524347662,1.17095562134408e-08
CRTAM,-2.49530978812698,1.7944506122758e-14
TTC21A,-2.03283683626321,4.98710857249047e-13
GIPC3,-2.03023708595505,2.71573996951005e-15
PLAC1,3.25317287264675,1.29411077294825e-10
MCM2,3.17159440421998,1.34705187349842e-15
MTL5,3.34355492671311,1.33259302339478e-15
IRX2,-2.119429157723,3.04103820583933e-11
LCN6,-4.39386094667943,3.88628465161208e-15
KBTBD11,-2.09404102086441,3.26190671694553e-13
ENG,-2.46759994672954,1.37937695708909e-15
SEPT4,-2.26099158980719,2.86270326319769e-15
TLR3,-2.01359604092373,2.0566426364931e-14
AUNIP,3.26020721233767,2.58725782193171e-15
GSDMC,2.39996622298786,3.33820907334103e-09
FGG,-4.96412208317756,2.18726032792273e-10
BCL11A,2.46620782920878,7.58759279649889e-13
PRDM13,2.21265583204046,2.21713263625226e-13
DCDC2B,-3.46879967969269,6.31647907842249e-10
CYP3A5,-2.13344018470803,4.15022945963766e-11
MAGEA4,5.51952469400228,2.4018411357829e-09
IGLON5,2.16880553456879,6.26853038537212e-12
C10orf115,-3.57650216111887,3.14255791620034e-14
AOX1,-3.08616607379874,2.23892279602156e-15
MYOCD,-3.59379216182561,1.33259302339478e-15
PAPSS2,-2.64440695408993,8.44495105474677e-15
C3orf67,2.57480423063572,2.00162171319312e-13
DPCR1,-4.66418934925718,1.67752848049723e-15
CHRDL1,-4.70984861264109,1.87978077652914e-15
PFN2,2.21459882622521,5.47270111420391e-13
APOL3,-2.30300500495585,2.31363604555832e-15
NRGN,-3.54119789874996,2.95569128796229e-15
IFLTD1,-2.37654458905973,3.81242221622319e-08
CTSH,-2.97720034229657,2.40019842413019e-15
RHBG,2.21925724456885,1.34109540648184e-13
FRY,-3.23638304951743,1.33259302339478e-15
MAGEA2B,2.72890270966459,1.07321271718546e-05
ZMAT1,-2.12658414577153,7.03090408289453e-12
KLHL41,-2.480499719517,4.6451627328667e-14
CRIP1,-2.72236373498655,1.00062419807033e-12
CKMT1A,3.38221556284608,5.74577939696192e-13
RSPH1,-3.36187682411539,2.77893827635581e-09
S1PR1,-3.80819708809104,1.33259302339478e-15
APOC2,-2.32739889872666,1.62258603338809e-09
LRRC70,-2.2657765411157,1.9226833086526e-15
KRT4,-2.81337109140617,6.49107555621277e-08
CPA4,2.68334833969296,2.66506455631701e-09
PKHD1L1,-3.10926596962411,4.11282943519911e-14
PPAPDC1A,3.62195523030913,1.80794651394233e-15
SLC15A3,-2.03139939139898,8.39100642271562e-14
SYNPO2,-2.29201356446773,2.66224086627486e-11
HPGD,-3.2740090349468,6.18414315085183e-14
WDR16,-3.28807606189916,9.26647558007729e-09
SHH,-3.22733974018039,4.9712544934869e-15
DSG1,3.25778809377625,1.37928971309027e-11
KCNG1,3.66524707044426,1.18374377907666e-14
RAI2,-2.88661549252862,1.33259302339478e-15
MAGEA1,2.93734478918817,3.92004515204892e-06
KIF12,-2.08659798144127,4.60242959254304e-09
LPCAT1,-2.41940059900521,1.05080246313836e-14
SGSM1,-2.07048903357444,2.83315858818096e-09
CMA1,-2.83170167423732,2.01297770178943e-11
TMEM132A,2.74940259155347,1.80934080127784e-15
CNNM1,2.02579015865878,4.45020376408843e-08
RND1,-3.60778582334409,3.79639804738456e-11
LYVE1,-4.1286099917241,1.33259302339478e-15
NR0B2,-5.07353493935807,1.33259302339478e-15
MARCO,-4.68479440678859,3.31319063021361e-15
GPD1L,-2.3718050303809,1.33259302339478e-15
C1orf192,-2.43581769793299,9.64604914144193e-10
LIMCH1,-3.67159144234135,1.33259302339478e-15
RSPH4A,-3.49803577930175,2.50947742226804e-12
HBG1,-2.56367263386078,4.07628014089421e-09
TPX2,4.71823292376939,1.49783641840816e-15
FANCI,2.82261101513227,1.67752848049723e-15
PKDCC,-2.30319827723438,4.98958276144154e-12
ARTN,4.28265782535594,3.61299051416425e-15
TMEM213,-3.91141756052963,8.08306824649776e-13
PON3,-2.11940732838659,3.47038485201336e-11
HPR,-2.86210385654595,3.59013990598261e-12
NEGR1,-2.78197021859475,1.61183788061032e-15
FADS6,2.65687102432415,5.3457776462281e-10
CCDC19,-2.30956847917169,2.61308113042545e-09
ADRA1A,-4.22788247817809,1.49201578948577e-14
PLK1,3.96238431630398,1.33259302339478e-15
CYP26A1,3.16141419859502,6.36943466158977e-07
SNTN,-4.4068901407446,4.59234426620568e-10
DYDC1,-2.11648641632402,2.94423439300181e-06
C20orf85,-5.61534021132314,3.85912179633421e-11
NXPH3,-3.11233128905774,1.0281217709459e-14
LGALS7,4.77361585897556,2.51171751406883e-11
NXPH4,5.37355883894729,2.13612018269727e-15
PLA2G12B,-3.92603736194262,1.95661838219896e-15
UCN3,-3.03118979450209,2.38629672606372e-11
UPK1B,3.95532356429673,3.41866132981349e-06
CACNA1D,-3.24102624931285,1.67752848049723e-15
GALNT5,-2.11243651441097,2.28201967517616e-11
PCDHA12,-3.73917771008008,8.1174723468842e-15
PCDP1,-3.88800027581775,1.95505411104168e-15
WDR38,-3.89078597921246,3.6440687614234e-09
DUSP1,-3.03239978969457,8.60626564281019e-15
IQGAP3,3.63956549927253,1.52540654868082e-15
NME5,-3.36952444926413,1.92305767229037e-14
C11orf21,-2.960903621654,4.6629844687508e-15
COL4A4,-3.5966864207449,1.95505411104168e-15
FANCD2,2.01202181452225,1.95505411104168e-15
PRR15L,-2.98618655296851,6.16646147235334e-13
ARHGAP20,-2.28456749227171,6.18414315085183e-14
CETP,-2.17829129549004,7.25317051444951e-14
IL33,-3.21341801837572,6.47541259909781e-14
RP3-369A17.5,-2.97105260359038,1.34182297016699e-10
LILRA2,-3.03519747831787,2.64903665139382e-14
PCDH9,-3.34873984373778,5.43025303688931e-15
C5orf49,-3.80318852945468,3.01068277583791e-12
RGS22,-3.17610683148479,2.76457662156132e-14
TREM1,-3.30220241918746,6.64562519416402e-15
SFTPD,-6.21339492014125,1.33259302339478e-15
IQSEC3,-3.63130001652367,4.06817827340373e-15
MS4A7,-3.23139639547632,3.38504767942722e-15
KCNB1,-2.14411975902378,1.04447724500419e-13
HLA-DMB,-2.1526037032994,3.92854197887759e-14
TYMS,2.45299181379066,8.60626564281019e-15
CEL,2.58126137970227,4.80019453193804e-08
CATSPERD,-4.38924340171588,3.25610054568377e-10
CMTM5,-2.72799668755789,6.71751957890505e-13
DNAH12,-3.63913836910615,1.41678159125526e-11
FOXF1,-3.31042196609737,1.34705187349842e-15
CCDC78,-2.188849733858,4.02546608882356e-06
SKA3,3.63004833891212,1.57626086368843e-15
PNCK,4.47912332874451,3.17775005881869e-14
CENPA,4.58122353362601,1.33259302339478e-15
RDM1,3.31575247633298,2.4015949104132e-14
CCDC33,-2.87536733819908,1.68427234053709e-07
FMO2,-4.10717359097717,1.80934080127784e-15
FLRT3,-3.4264812589884,6.50598592244748e-15
HBA2,-5.32920068279792,1.49783641840816e-15
ODAM,-3.27372739561086,4.29446917076495e-11
CRYM,-3.84943180417205,3.57645467430917e-13
LMOD3,-2.40275585061859,1.56127544498245e-15
WFS1,-2.26019959121329,1.37937695708909e-15
SCGB1A1,-6.7671523297063,6.43925153602248e-12
KRT7,-2.95560223830921,2.61112648900433e-09
HORMAD1,2.08167238705545,0.0111835782076595
EMCN,-3.87660681299251,1.33259302339478e-15
MIA2,-2.74222070559005,9.6521531603343e-15
SLC27A6,-2.29602863630247,1.74913186050867e-10
EN2,2.43826330141258,1.35516740747734e-12
TACC1,-2.17220094910105,8.44495105474677e-15
BMX,-2.47863537812013,5.46341222686581e-12
AURKB,4.17641982791791,1.80934080127784e-15
GLIPR2,-2.76000216875716,1.95661838219896e-15
TEKT4,-2.41672103657911,2.82532945753565e-07
UNC13D,-2.19999391173281,3.34002620928225e-13
XG,2.42960135157787,1.60396064364787e-08
TIMP3,-2.57080026514,1.0281217709459e-14
CD5L,-4.26786012316349,2.95569128796229e-15
SNX30,-2.04760390420459,1.3695750331501e-15
DQX1,4.24449066457699,1.56127544498245e-15
CHRNA2,-2.3379113163925,1.08622797495376e-14
C12orf36,2.4399444689449,8.55300038433053e-09
SLC1A7,-2.46974270905115,9.6521531603343e-15
RORC,-3.56532851384129,3.61299051416425e-15
FCGR3B,-2.33858387182797,3.70972613659412e-11
ROR1,-3.25851932012526,1.33259302339478e-15
KLC3,2.66379567592786,4.9712544934869e-15
CD101,-2.53300191934746,1.54112056736521e-13
TCF21,-4.92793466704899,1.3695750331501e-15
ABCC9,-2.13683590038685,1.39045303430849e-14
HJURP,4.24536324954601,1.54741960111951e-15
KIR2DL1,-2.58694732247826,8.49048674549716e-14
PTGFRN,2.07259992800546,2.04785002948407e-13
SCTR,-4.21787554434858,3.24589451123616e-15
SIGLEC5,-2.36647784711124,1.76039852889644e-10
FGFBP1,2.35980029388605,1.09618104060792e-07
SGOL1,3.45399378084999,3.31319063021361e-15
FAM216B,-4.62742530973927,5.71935361297899e-12
PTPN21,-2.62680589138522,2.50295945923263e-15
WDR17,-2.09902453689666,1.03672366381852e-11
APOBEC3B,3.00138779674135,3.31319063021361e-15
KRT6C,6.00800543559275,1.58563675816792e-12
COL17A1,4.94673274598169,1.06080683370005e-13
CACNA2D2,-5.42164277919474,1.33259302339478e-15
GPER1,-2.93441111205645,3.32994639862885e-14
ZNF366,-2.72248523889943,1.34705187349842e-15
HMGA2,4.70991992646709,1.53360793516786e-12
FSCN1,2.32700059398328,2.1981293251474e-13
OLFM4,2.08173635113992,4.63088417343823e-06
CYB5A,-2.44480014393977,1.3695750331501e-15
SEPP1,-2.21340117783004,6.57593191963921e-12
SLC6A13,-2.92294379450741,3.61299051416425e-15
SLC34A2,-5.64115031698665,1.33259302339478e-15
ARHGEF6,-2.3633902405805,1.33259302339478e-15
FAM134B,-2.01960458311556,1.72249952431388e-12
HBG2,-3.64475594219417,1.00686295705347e-12
COL4A3,-4.60491875817792,1.56127544498245e-15
SLC16A1,2.35739692811816,2.41694801537958e-13
OLFML1,-2.10319979872233,3.32987105414484e-14
CLIC5,-5.9393547899611,1.33259302339478e-15
SPRR2G,4.91344890051161,7.11271435822229e-11
RBBP8NL,2.09223423946827,2.81930189550969e-10
AMICA1,-3.30399270583734,2.95569128796229e-15
ADRB1,-4.25761787006514,2.36197785889691e-15
IL11,2.66215535086162,2.09198703381345e-11
CPA3,-3.0887648319525,1.24156353199336e-14
RGS5,-2.02999526059836,5.64009432365543e-14
HHLA2,-2.85659415761545,6.58212458050267e-11
DISP1,-2.33062564112253,1.78278963937938e-15
HPN,-3.02403931681319,1.30892454199917e-13
WISP2,-3.74602878389826,2.09849226777613e-15
TONSL,2.39439110894444,1.37937695708909e-15
DEFA3,-4.97900691741128,2.19919363677313e-11
RYR2,-2.08033311580813,4.04798656083613e-12
SLC1A1,-4.04361308653285,1.33259302339478e-15
GREM1,4.11540740628977,1.1592929185392e-12
KRTDAP,3.60620862983816,1.01581055017659e-06
SPATS1,-2.77002546650597,1.00310741297298e-08
ZDHHC15,-2.02635139921811,1.48018737904917e-10
MYO1F,-2.08779523822059,7.41578369979301e-14
LIPH,-2.41501184317428,4.24248241744249e-12
MAP6,-2.64199730170654,3.25586045408242e-14
AMTN,3.54824802007327,9.70482476821226e-07
EPDR1,-2.02419478855995,6.93371361104441e-14
CR1,-2.12986619294472,2.60847171999815e-11
RAMP3,-3.74539998626323,2.27558072436334e-15
CNTFR,-2.39631863908143,7.32734460240644e-10
SOX17,-3.58212653978421,1.33259302339478e-15
CLIC2,-2.52299359993046,2.6740821936512e-15
HAP1,3.67764082013837,3.93696498108759e-13
C4B,-2.25679745836784,2.33858479296867e-12
TNFSF12,-2.2541979562081,1.41943312961606e-15
CTAG2,2.30415745223026,0.00179741949091286
PGM5,-4.04178638436629,1.33259302339478e-15
MAGEA12,2.02871783622083,0.008251891394105
GPR115,4.15521183647038,5.76334193571881e-14
CST6,-2.95622058963975,1.77617546296512e-13
AKR1C2,2.59180954839605,1.43255538244563e-06
HOXC11,3.79871060547302,5.35661161079616e-13
